clade_name	clade_taxid	ETV364_8_filtered.fastq_profiled_metagenome	ETV364_7_filtered.fastq_profiled_metagenome	ETV364_50_filtered.fastq_profiled_metagenome	ETV364_38_filtered.fastq_profiled_metagenome	ETV364_37_filtered.fastq_profiled_metagenome	ETV364_36_filtered.fastq_profiled_metagenome	ETV364_35_filtered.fastq_profiled_metagenome	ETV364_33_filtered.fastq_profiled_metagenome	ETV364_32_filtered.fastq_profiled_metagenome	ETV364_30_filtered.fastq_profiled_metagenome	ETV364_3_filtered.fastq_profiled_metagenome	ETV364_29_filtered.fastq_profiled_metagenome	ETV364_21_filtered.fastq_profiled_metagenome	ETV364_20_filtered.fastq_profiled_metagenome	ETV364_17_filtered.fastq_profiled_metagenome	ETV364_16_filtered.fastq_profiled_metagenome	ETV364_15_filtered.fastq_profiled_metagenome	ETV364_12_filtered.fastq_profiled_metagenome	ETV364_1_filtered.fastq_profiled_metagenome
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466	2|1239|186801|186802|216572|	977	0	0	0	737932	0	0	713	20954	0	0	0	0	0	0	0	0	9791	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466|s__GGB30466_SGB43540	2|1239|186801|186802|216572||	0	0	0	0	734605	0	0	0	20954	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466|s__GGB30466_SGB43540|t__SGB43540	2|1239|186801|186802|216572|||	0	0	0	0	734605	0	0	0	20954	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466|s__GGB30466_SGB63211	2|1239|186801|186802|216572||	977	0	0	0	3327	0	0	713	0	0	0	0	0	0	0	0	0	9791	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466|s__GGB30466_SGB63211|t__SGB63211	2|1239|186801|186802|216572|||	977	0	0	0	3327	0	0	713	0	0	0	0	0	0	0	0	0	9791	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468	2|1239|186801|186802|216572|	0	0	0	0	0	0	0	0	0	0	2673	5260	0	0	44663	0	17773	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468|s__GGB30468_SGB43552	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	2673	5260	0	0	44663	0	17773	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468|s__GGB30468_SGB43552|t__SGB43552	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	2673	5260	0	0	44663	0	17773	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473	2|1239|186801|186802|216572|	67401	37530	57865	92682	25675	68147	47439	71739	47144	61928	71345	67068	53814	57534	48530	44841	56720	35982	32105
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473|s__GGB30473_SGB43557	2|1239|186801|186802|216572||	67401	37530	57865	92682	25675	68147	47439	71739	47144	61928	71345	67068	53814	57534	48530	44841	56720	35982	32105
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473|s__GGB30473_SGB43557|t__SGB43557	2|1239|186801|186802|216572|||	67401	37530	57865	92682	25675	68147	47439	71739	47144	61928	71345	67068	53814	57534	48530	44841	56720	35982	32105
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB42343	2|1239|186801|186802|216572|	0	0	550	0	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB42343|s__GGB42343_SGB59511	2|1239|186801|186802|216572||	0	0	550	0	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB42343|s__GGB42343_SGB59511|t__SGB59511	2|1239|186801|186802|216572|||	0	0	550	0	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45514	2|1239|186801|186802|216572|	182898	11746	42548	103650	0	139493	117326	285682	37805	3998	375963	161289	55192	193971	339108	181183	587505	121948	103562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45514|s__GGB45514_SGB63186	2|1239|186801|186802|216572||	182898	11746	42548	103650	0	139493	117326	285682	37805	3998	375963	161289	55192	193971	339108	181183	587505	121948	103562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45514|s__GGB45514_SGB63186|t__SGB63186	2|1239|186801|186802|216572|||	182898	11746	42548	103650	0	139493	117326	285682	37805	3998	375963	161289	55192	193971	339108	181183	587505	121948	103562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45535	2|1239|186801|186802|216572|	0	224656	0	102473	0	86011	582626	99681	667490	7456	165849	337628	66759	28006	0	0	539164	1308006	414604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45535|s__GGB45535_SGB63214	2|1239|186801|186802|216572||	0	224656	0	102473	0	86011	582626	99681	667490	7456	165849	337628	66759	28006	0	0	539164	1308006	414604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45535|s__GGB45535_SGB63214|t__SGB63214	2|1239|186801|186802|216572|||	0	224656	0	102473	0	86011	582626	99681	667490	7456	165849	337628	66759	28006	0	0	539164	1308006	414604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45536	2|1239|186801|186802|216572|	4411	44418	160193	7675	48751	23467	91641	78	92456	90641	38377	36453	23894	11007	12864	120808	73154	108987	49717
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45536|s__GGB45536_SGB63216	2|1239|186801|186802|216572||	4411	44418	160193	7675	48751	23467	91641	78	92456	90641	38377	36453	23894	11007	12864	120808	73154	108987	49717
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45536|s__GGB45536_SGB63216|t__SGB63216	2|1239|186801|186802|216572|||	4411	44418	160193	7675	48751	23467	91641	78	92456	90641	38377	36453	23894	11007	12864	120808	73154	108987	49717
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB5207	2|1239|186801|186802|216572|	0	172174	141931	1535	178310	6667	41548	0	151913	158860	0	8154	26510	0	0	29697	2321	11958	137271
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB5207|s__GGB5207_SGB43496	2|1239|186801|186802|216572||	0	172174	141931	1535	178310	6667	41548	0	151913	158860	0	8154	26510	0	0	29697	2321	11958	137271
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB5207|s__GGB5207_SGB43496|t__SGB43496	2|1239|186801|186802|216572|||	0	172174	141931	1535	178310	6667	41548	0	151913	158860	0	8154	26510	0	0	29697	2321	11958	137271
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74395	2|1239|186801|186802|216572|	0	0	0	0	0	0	294348	0	26627	219318	19167	11673	535506	0	347370	0	427274	0	122142
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74395|s__GGB74395_SGB43523	2|1239|186801|186802|216572||	0	0	0	0	0	0	294348	0	26627	219318	19167	11673	535506	0	347370	0	427274	0	122142
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74395|s__GGB74395_SGB43523|t__SGB43523	2|1239|186801|186802|216572|||	0	0	0	0	0	0	294348	0	26627	219318	19167	11673	535506	0	347370	0	427274	0	122142
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74408	2|1239|186801|186802|216572|	0	0	0	1012	0	0	0	0	330	0	0	142	0	0	0	0	1038	375	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74408|s__GGB74408_SGB43542	2|1239|186801|186802|216572||	0	0	0	1012	0	0	0	0	330	0	0	142	0	0	0	0	1038	375	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74408|s__GGB74408_SGB43542|t__SGB43542	2|1239|186801|186802|216572|||	0	0	0	1012	0	0	0	0	330	0	0	142	0	0	0	0	1038	375	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75053	2|1239|186801|186802|216572|	132	0	25592	11111	131	173	106534	0	74286	9001	7159	7110	2544	0	0	21087	2054	24002	3246
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75053|s__GGB75053_SGB43494	2|1239|186801|186802|216572||	132	0	25592	11111	131	173	106534	0	74286	9001	7159	7110	2544	0	0	21087	2054	24002	3246
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75053|s__GGB75053_SGB43494|t__SGB43494	2|1239|186801|186802|216572|||	132	0	25592	11111	131	173	106534	0	74286	9001	7159	7110	2544	0	0	21087	2054	24002	3246
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75055	2|1239|186801|186802|216572|	0	0	0	0	0	0	7205	0	105408	0	0	0	0	2836	0	0	0	93165	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75055|s__GGB75055_SGB43513	2|1239|186801|186802|216572||	0	0	0	0	0	0	7205	0	105408	0	0	0	0	2836	0	0	0	93165	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75055|s__GGB75055_SGB43513|t__SGB43513	2|1239|186801|186802|216572|||	0	0	0	0	0	0	7205	0	105408	0	0	0	0	2836	0	0	0	93165	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064	2|1239|186801|186802|216572|	640420	179752	233133	156939	222859	393224	143667	1139424	224795	259653	327485	710676	856412	211058	2008143	630877	737665	114391	455610
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB102200	2|1239|186801|186802|216572||	640	0	2684	4295	0	1862	38562	0	93972	1805	14187	4361	1921	1103	1921	1702	22351	8427	7448
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB102200|t__SGB102200	2|1239|186801|186802|216572|||	640	0	2684	4295	0	1862	38562	0	93972	1805	14187	4361	1921	1103	1921	1702	22351	8427	7448
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB43546	2|1239|186801|186802|216572||	639780	179752	230449	152644	222859	391362	105105	1139424	130823	257848	313298	706315	854491	209955	2006222	629175	715314	105964	448162
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB43546|t__SGB43546	2|1239|186801|186802|216572|||	639780	179752	230449	152644	222859	391362	105105	1139424	130823	257848	313298	706315	854491	209955	2006222	629175	715314	105964	448162
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79680	2|1239|186801|186802|216572|	0	0	3623	0	18052	0	1701	0	1001	6997	0	0	0	280	0	23244	0	2976	359
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79680|s__GGB79680_SGB94989	2|1239|186801|186802|216572||	0	0	3623	0	18052	0	1701	0	1001	6997	0	0	0	280	0	23244	0	2976	359
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79680|s__GGB79680_SGB94989|t__SGB94989	2|1239|186801|186802|216572|||	0	0	3623	0	18052	0	1701	0	1001	6997	0	0	0	280	0	23244	0	2976	359
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79857	2|1239|186801|186802|216572|	0	0	0	0	0	0	0	0	1719	43	0	0	0	0	0	0	0	25567	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79857|s__GGB79857_SGB42426	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	1719	43	0	0	0	0	0	0	0	25567	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79857|s__GGB79857_SGB42426|t__SGB42426	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	1719	43	0	0	0	0	0	0	0	25567	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter	2|1239|186801|186802|216572|1924105	2623	2247	6695	23804	960	4251	318	0	1349	6483	0	485	0	0	0	5281	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4	2|1239|186801|186802|216572|1924105|2305472	2623	2247	6695	23804	960	4251	318	0	1349	6483	0	485	0	0	0	5281	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4|t__SGB43257	2|1239|186801|186802|216572|1924105|2305472|	2623	2247	6695	23804	960	4251	318	0	1349	6483	0	485	0	0	0	5281	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter	2|1239|186801|186802|216572|459786	43139	101879	296239	91525	143257	53185	118059	27981	203123	222034	65980	44971	38456	71026	40565	394051	143780	176602	148969
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43502	2|1239|186801|186802|216572|459786|	0	1805	146282	0	53532	0	105334	0	24021	120061	30025	0	0	0	0	1511	0	2360	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43502|t__SGB43502	2|1239|186801|186802|216572|459786||	0	1805	146282	0	53532	0	105334	0	24021	120061	30025	0	0	0	0	1511	0	2360	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43505	2|1239|186801|186802|216572|459786|	5412	14441	149957	8875	8254	0	4050	17270	157445	81298	2623	35880	1905	0	12116	375352	108948	126333	5617
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43505|t__SGB43505	2|1239|186801|186802|216572|459786||	5412	14441	149957	8875	8254	0	4050	17270	157445	81298	2623	35880	1905	0	12116	375352	108948	126333	5617
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_1_3	2|1239|186801|186802|216572|459786|1235797	0	0	0	0	860	0	346	0	3281	9214	0	0	0	0	0	10498	0	2819	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_1_3|t__SGB7266	2|1239|186801|186802|216572|459786|1235797|	0	0	0	0	860	0	346	0	3281	9214	0	0	0	0	0	10498	0	2819	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CU971	2|1239|186801|186802|216572|459786|2780102	37727	85633	0	82650	80611	53185	8329	10711	18376	11461	33332	9091	36551	71026	28449	6690	34832	45090	143352
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CU971|t__SGB43504	2|1239|186801|186802|216572|459786|2780102|	37727	85633	0	82650	80611	53185	8329	10711	18376	11461	33332	9091	36551	71026	28449	6690	34832	45090	143352
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium	2|1239|186801|186802|216572|1905344	0	0	0	32084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	2|1239|186801|186802|216572|1905344|1550024	0	0	0	32084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans|t__SGB15271	2|1239|186801|186802|216572|1905344|1550024|	0	0	0	32084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB29683	2|1239|186801|186802|186804|	1876873	384633	479160	2766499	380162	1941392	615038	1275741	146901	321919	0	1860606	864020	2213680	1221733	832573	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB29683|s__GGB29683_SGB42492	2|1239|186801|186802|186804||	1876873	384633	479160	2766499	380162	1941392	615038	1275741	146901	321919	0	1860606	864020	2213680	1221733	832573	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB29683|s__GGB29683_SGB42492|t__SGB42492	2|1239|186801|186802|186804|||	1876873	384633	479160	2766499	380162	1941392	615038	1275741	146901	321919	0	1860606	864020	2213680	1221733	832573	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB42586	2|1239|186801|186802|186804|	21703	68173	29250	0	24188	31915	65280	0	75213	34388	12828	130644	6931	0	0	0	324478	7830	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB42586|s__GGB42586_SGB59781	2|1239|186801|186802|186804||	21703	68173	29250	0	24188	31915	65280	0	75213	34388	12828	130644	6931	0	0	0	324478	7830	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB42586|s__GGB42586_SGB59781|t__SGB59781	2|1239|186801|186802|186804|||	21703	68173	29250	0	24188	31915	65280	0	75213	34388	12828	130644	6931	0	0	0	324478	7830	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2357532	11043525	2758298	3529833	5894309	6330713	3843720	4096443	5266973	5084835	4551125	2152142	2796295	8975503	1218073	12102419	6719415	12779436	6732494
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	2357532	11043525	2758298	3529833	5894309	6330713	3843720	4096443	5266973	5084835	4551125	2152142	2796295	8975503	1218073	12102419	6719415	12779436	6732494
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	2357532	11043525	2753260	3522464	5894309	6330713	3831049	4096443	5266180	5084835	4551125	2152142	2796295	8975503	1218073	12102419	6719415	12779436	6732494
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella	2|1239|526524|526525|128827|1937008	79390	796634	0	0	808352	216895	300755	56763	53911	292615	0	62882	69403	478783	0	4031	61046	1621882	840676
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella|s__Dubosiella_newyorkensis	2|1239|526524|526525|128827|1937008|1862672	79390	796634	0	0	808352	216895	300755	56763	53911	292615	0	62882	69403	478783	0	4031	61046	1621882	840676
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella|s__Dubosiella_newyorkensis|t__SGB6789	2|1239|526524|526525|128827|1937008|1862672|	79390	796634	0	0	808352	216895	300755	56763	53911	292615	0	62882	69403	478783	0	4031	61046	1621882	840676
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	2|1239|526524|526525|128827|1505663	363746	636970	280336	1018589	201305	313698	538350	383786	536601	382376	371066	524786	511166	327825	1014130	541967	268012	402024	128878
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_cocleatum	2|1239|526524|526525|128827|1505663|69824	363746	636970	280336	1018589	201305	313698	538350	383786	536601	382376	371066	524786	511166	327825	1014130	541967	268012	402024	128878
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_cocleatum|t__SGB6748	2|1239|526524|526525|128827|1505663|69824|	363746	636970	280336	1018589	201305	313698	538350	383786	536601	382376	371066	524786	511166	327825	1014130	541967	268012	402024	128878
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum	2|1239|526524|526525|128827|1729679	1799764	9441634	2443323	2351034	4866903	5681879	2938480	3582292	4463000	4271176	2933587	1519270	2124930	8077285	129974	11412450	6308765	10650694	5762940
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium	2|1239|526524|526525|128827|1729679|1702221	1799764	9441634	2443323	2351034	4866903	5681879	2938480	3582292	4463000	4271176	2933587	1519270	2124930	8077285	129974	11412450	6308765	10650694	5762940
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium|t__SGB4047	2|1239|526524|526525|128827|1729679|1702221|	1799764	9441634	2443323	2351034	4866903	5681879	2938480	3582292	4463000	4271176	2933587	1519270	2124930	8077285	129974	11412450	6308765	10650694	5762940
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184	2|1239|526524|526525|128827|	114632	168287	29601	152841	10260	118241	53464	73602	212668	138668	72572	45204	90796	91610	73969	143971	72647	104836	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184|s__GGB31184_SGB44478	2|1239|526524|526525|128827||	114632	168287	29601	152841	10260	118241	53464	73602	212668	138668	72572	45204	90796	91610	73969	143971	72647	104836	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184|s__GGB31184_SGB44478|t__SGB44478	2|1239|526524|526525|128827|||	114632	168287	29601	152841	10260	118241	53464	73602	212668	138668	72572	45204	90796	91610	73969	143971	72647	104836	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena	2|1239|526524|526525|128827|1918536	0	0	0	0	7489	0	0	0	0	0	1173900	0	0	0	0	0	8945	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_SGB42494	2|1239|526524|526525|128827|1918536|	0	0	0	0	7489	0	0	0	0	0	1173900	0	0	0	0	0	8945	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_SGB42494|t__SGB42494	2|1239|526524|526525|128827|1918536||	0	0	0	0	7489	0	0	0	0	0	1173900	0	0	0	0	0	8945	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	2|1239|526524|526525|2810281	0	0	5038	7369	0	0	12671	0	793	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter	2|1239|526524|526525|2810281|191303	0	0	5038	7369	0	0	12671	0	793	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TS3	2|1239|526524|526525|2810281|191303|2304578	0	0	5038	7369	0	0	12671	0	793	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TS3|t__SGB39153	2|1239|526524|526525|2810281|191303|2304578|	0	0	5038	7369	0	0	12671	0	793	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB24148	2|1239|909932|1843489|31977|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB24148|s__GGB24148_SGB35952	2|1239|909932|1843489|31977||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB24148|s__GGB24148_SGB35952|t__SGB35952	2|1239|909932|1843489|31977|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	2|1239|1737404|1737405|1570339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
